"","Name","Country","Age","Height","Weight","Sex","Sport","Event","Medals","Gold","Silver","Bronze"
"282","Christian Malcolm","Great Britain",33,178,71,"M","Athletics","Men's 200m","","","",NA
"283","James Ellington","Great Britain",26,179,81,"M","Athletics","Men's 200m","","","",NA
"284","Joel Redhead","Grenada",26,187,60,"M","Athletics","Men's 200m","","","",NA
"285","Paul Hession","Ireland",29,184,75,"M","Athletics","Men's 200m","","","",NA
"286","Warren Weir","Jamaica",22,178,75,"M","Athletics","Men's 200m","YES","","",1
"287","Vyacheslav Muravyev","Kazakhstan",30,186,82,"M","Athletics","Men's 200m","","","",NA
"288","Mosito Lehata","Lesotho",23,177,69,"M","Athletics","Men's 200m","","","",NA
"289","Jidou El Moctar","Mauritania",27,170,65,"M","Athletics","Men's 200m","","","",NA
"290","Jose Carlos Herrera","Mexico",26,187,77,"M","Athletics","Men's 200m","","","",NA
"291","Noah Akwu","Nigeria",21,160,74,"M","Athletics","Men's 200m","","","",NA
"292","Zhenye Xie","People's Republic of China",18,178,130,"M","Athletics","Men's 200m","","","",NA
"293","Arnaldo Abrantes","Portugal",25,184,78,"M","Athletics","Men's 200m","","","",NA
"294","Anaso Jobodwana","South Africa",20,187,71,"M","Athletics","Men's 200m","","","",NA
"295","Sibusiso Matsenjwa","Swaziland",24,180,81,"M","Athletics","Men's 200m","","","",NA
"296","Alex Wilson","Switzerland",21,182,78,"M","Athletics","Men's 200m","","","",NA
"297","Reto Schenkel","Switzerland",24,183,89,"M","Athletics","Men's 200m","","","",NA
"298","Serhiy Smelyk","Ukraine",25,178,71,"M","Athletics","Men's 200m","","","",NA
"299","Isiah Young","United States of America",22,180,79,"M","Athletics","Men's 200m","","","",NA
"300","Maurice Mitchell","United States of America",22,180,74,"M","Athletics","Men's 200m","","","",NA
"301","Wallace Spearmon","United States of America",27,191,79,"M","Athletics","Men's 200m","","","",NA
"302","Bruno de Barros","Brazil",25,NA,85,"M","Athletics","Men's 200m, Men's 4 x 100m Relay","","","",NA
"303","Christophe Lemaitre","France",22,190,74,"M","Athletics","Men's 200m, Men's 4 x 100m Relay","","","",NA
"304","Shinji Takahira","Japan",28,180,60,"M","Athletics","Men's 200m, Men's 4 x 100m Relay","","","",NA
"305","Shota Iizuka","Japan",21,185,78,"M","Athletics","Men's 200m, Men's 4 x 100m Relay","","","",NA
"306","Kamil Krynski","Poland",25,187,88,"M","Athletics","Men's 200m, Men's 4 x 100m Relay","","","",NA
"307","Kei Takase","Japan",23,179,62,"M","Athletics","Men's 200m, Men's 4 x 400m Relay","","","",NA
"308","Pavel Maslak","Czech Republic",21,176,67,"M","Athletics","Men's 200m, Men's 400m","","","",NA
"309","Juan Manuel Cano","Argentina",24,168,60,"M","Athletics","Men's 20km Race Walk","","","",NA
"310","Adam Rutter","Australia",25,173,60,"M","Athletics","Men's 20km Race Walk","","","",NA
"311","Dzianis Simanovich","Belarus",25,178,63,"M","Athletics","Men's 20km Race Walk","","","",NA
"312","Inaki Gomez","Canada",24,172,60,"M","Athletics","Men's 20km Race Walk","","","",NA
"313","Yerko Araya","Chile",26,177,65,"M","Athletics","Men's 20km Race Walk","","","",NA
"314","James Rendon","Colombia",27,170,60,"M","Athletics","Men's 20km Race Walk","","","",NA
"315","Luis Fernando Lopez","Colombia",33,170,60,"M","Athletics","Men's 20km Race Walk","","","",NA
"316","Mauricio Arteaga","Ecuador",23,178,62,"M","Athletics","Men's 20km Race Walk","","","",NA
"317","Mate Helebrandt","Hungary",23,174,60,"M","Athletics","Men's 20km Race Walk","","","",NA
"318","Giorgio Rubino","Italy",26,170,77,"M","Athletics","Men's 20km Race Walk","","","",NA
"319","Isamu Fujisawa","Japan",24,164,56,"M","Athletics","Men's 20km Race Walk","","","",NA
"320","Takumi Saito","Japan",19,178,61,"M","Athletics","Men's 20km Race Walk","","","",NA
"321","Yusuke Suzuki","Japan",24,169,57,"M","Athletics","Men's 20km Race Walk","","","",NA
"322","Arnis Rumbenieks","Latvia",24,175,65,"M","Athletics","Men's 20km Race Walk","","","",NA
"323","Marius Ziukas","Lithuania",27,184,72,"M","Athletics","Men's 20km Race Walk","","","",NA
"324","Eder Sanchez","Mexico",26,176,66,"M","Athletics","Men's 20km Race Walk","","","",NA
"325","Ever Palma","Mexico",20,176,66,"M","Athletics","Men's 20km Race Walk","","","",NA
"326","Isaac Palma","Mexico",21,174,69,"M","Athletics","Men's 20km Race Walk","","","",NA
"327","Ding Chen","People's Republic of China",19,180,62,"M","Athletics","Men's 20km Race Walk","YES","1.000000","",NA
"328","Zelin Cai","People's Republic of China",21,172,55,"M","Athletics","Men's 20km Race Walk","","","",NA
"329","Zhen Wang","People's Republic of China",20,180,62,"M","Athletics","Men's 20km Race Walk","YES","","",1
"330","Dawid Tomala","Poland",22,182,66,"M","Athletics","Men's 20km Race Walk","","","",NA
"331","Grzegorz Sudol","Poland",33,175,64,"M","Athletics","Men's 20km Race Walk","","","",NA
"332","Hyunsub Kim","Republic of Korea",27,175,53,"M","Athletics","Men's 20km Race Walk","","","",NA
"333","Youngjun Byun","Republic of Korea",28,175,58,"M","Athletics","Men's 20km Race Walk","","","",NA
"334","Andrey Krivov","Russian Federation",26,185,72,"M","Athletics","Men's 20km Race Walk","","","",NA
"335","Valeriy Borchin","Russian Federation",25,178,63,"M","Athletics","Men's 20km Race Walk","","","",NA
"336","Vladimir Kanaykin","Russian Federation",27,170,65,"M","Athletics","Men's 20km Race Walk","","","",NA
"337","Predrag Filipovic","Serbia",33,182,73,"M","Athletics","Men's 20km Race Walk","","","",NA
"338","Anton Kucmin","Slovakia",28,180,68,"M","Athletics","Men's 20km Race Walk","","","",NA
"339","Alvaro Martin","Spain",18,182,72,"M","Athletics","Men's 20km Race Walk","","","",NA
"340","Miguel Angel Lopez","Spain",24,181,70,"M","Athletics","Men's 20km Race Walk","","","",NA
"341","Hassanine Sebei","Tunisia",28,177,56,"M","Athletics","Men's 20km Race Walk","","","",NA
"342","Ivan Losev","Ukraine",26,177,70,"M","Athletics","Men's 20km Race Walk","","","",NA
"343","Nazar Kovalenko","Ukraine",25,178,70,"M","Athletics","Men's 20km Race Walk","","","",NA
"344","Ruslan Dmytrenko","Ukraine",26,180,67,"M","Athletics","Men's 20km Race Walk","","","",NA
"345","Trevor Barron","United States of America",19,191,73,"M","Athletics","Men's 20km Race Walk","","","",NA
"346","Jared Tallent","Australia",27,178,58,"M","Athletics","Men's 20km Race Walk, Men's 50km Race Walk","","","",NA
"347","Bertrand Moulinet","France",25,177,64,"M","Athletics","Men's 20km Race Walk, Men's 50km Race Walk","","","",NA
"348","Andre Hohne","Germany",34,185,72,"M","Athletics","Men's 20km Race Walk, Men's 50km Race Walk","","","",NA
"349","Alexandros Papamihail","Greece",23,175,62,"M","Athletics","Men's 20km Race Walk, Men's 50km Race Walk","","","",NA
"350","Erick Barrondo","Guatemala",21,172,60,"M","Athletics","Men's 20km Race Walk, Men's 50km Race Walk","YES","","1.00",NA
"351","Robert Heffernan","Ireland",34,171,58,"M","Athletics","Men's 20km Race Walk, Men's 50km Race Walk","","","",NA
"352","Rafal Augustyn","Poland",28,179,73,"M","Athletics","Men's 20km Race Walk, Men's 50km Race Walk","","","",NA
"353","Joao Vieira","Portugal",36,175,59,"M","Athletics","Men's 20km Race Walk, Men's 50km Race Walk","","","",NA
"354","Chilsung Park","Republic of Korea",30,173,62,"M","Athletics","Men's 20km Race Walk, Men's 50km Race Walk","","","",NA
"355","Mohamed Khaled Belabbas","Algeria",31,178,70,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"356","Youcef Abdi","Australia",34,177,66,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"357","Alex Genest","Canada",26,178,61,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"358","Nahom Mesfin","Ethiopia",23,180,62,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"359","Roba Gari","Ethiopia",30,180,62,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"360","Jukka Keskisalo","Finland",31,185,66,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"361","Mahiedine Mekhissi-Benabbad","France",27,187,75,"M","Athletics","Men's 3000m Steeplechase","YES","","1.00",NA
"362","Vincent Zouaoui-Dandrieux","France",31,187,78,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"363","Steffen Uliczka","Germany",28,180,65,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"364","Stuart Stokes","Great Britain",35,181,65,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"365","Albert Minczer","Hungary",25,179,63,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"366","Yuri Floriani","Italy",30,180,64,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"367","Artem Kosinov","Kazakhstan",26,182,67,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"368","Abel Kiprop Mutai","Kenya",23,187,73,"M","Athletics","Men's 3000m Steeplechase","YES","","",1
"369","Brimin Kiprop Kipruto","Kenya",27,175,55,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"370","Brahim Taleb","Morocco",30,181,61,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"371","Hamid Ezzine","Morocco",28,174,62,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"372","Hicham Sigueni","Morocco",19,172,61,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"373","Mario Bazan","Peru",24,175,64,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"374","Lukasz Parszczynski","Poland",27,180,66,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"375","Alberto Paulo","Portugal",26,174,59,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"376","Ion Luchianov","Republic of Moldova",31,178,72,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"377","Nikolay Chavkin","Russian Federation",28,189,74,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"378","Abdelaziz Merzougui","Spain",20,175,62,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"379","Angel Mullera","Spain",28,178,60,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"380","Sebastian Martos","Spain",23,178,63,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"381","Victor Garcia","Spain",27,173,57,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"382","Amor Ben Yahia","Tunisia",27,176,54,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"383","Benjamin Kiplagat","Uganda",23,183,65,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"384","Jacob Araptany","Uganda",18,168,58,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"385","Vadym Slobodenyuk","Ukraine",31,187,77,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"386","Donald Cabral","United States of America",22,178,67,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"387","Evan Jager","United States of America",23,188,66,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"388","Kyle Alcorn","United States of America",27,185,74,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"389","Jose Pena","Venezuela",25,165,56,"M","Athletics","Men's 3000m Steeplechase","","","",NA
"390","Andrew McCabe","Australia",21,188,83,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"391","Anthony Alozie","Australia",25,171,79,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"392","Isaac Ntiamoah","Australia",29,172,75,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"393","Joshua Ross","Australia",31,185,83,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"394","Tim Leathart","Australia",22,180,80,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"395","Jose Carlos Moreira","Brazil",28,172,76,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"396","Akeem Haynes","Canada",20,168,150,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"397","Gavin Smellie","Canada",26,180,80,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"398","Ian Warner","Canada",22,170,160,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"399","Oluseyi Smith","Canada",25,190,95,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"400","Oluwasegun Makinde","Canada",21,179,84,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"401","Ben Bassaw","France",23,183,77,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"402","Emmanuel Biron","France",24,177,65,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"403","Pierre-Alexis Pessonneaux","France",24,181,70,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"404","Ronald Pognon","France",29,185,71,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"405","Alexander Kosenkow","Germany",35,178,72,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"406","Lucas Jakubczyk","Germany",27,183,78,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"407","Martin Keller","Germany",25,180,84,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"408","Sven Knipphals","Germany",26,189,90,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"409","Tobias Unger","Germany",33,180,74,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"410","Daniel Talbot","Great Britain",21,184,69,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"411","Mark Lewis-Francis","Great Britain",29,180,95,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"412","Simeon Williamson","Great Britain",26,186,95,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"413","Chi Ho Tsui","Hong Kong, China",22,171,62,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"414","Chun Ho Lai","Hong Kong, China",23,171,64,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"415","Ka Fung Ng","Hong Kong, China",19,180,77,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"416","Man Lok Ho","Hong Kong, China",20,177,67,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"417","Yik Chun Tang","Hong Kong, China",26,177,67,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"418","Fabio Cerutti","Italy",26,190,83,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"419","Jacques Riparelli","Italy",29,183,81,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"420","Simone Collio","Italy",32,180,77,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"421","Kemar Bailey-Cole","Jamaica",20,193,83,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"422","Nesta Carter","Jamaica",26,173,78,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"423","Takumi Kuki","Japan",20,170,64,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"424","Brian Mariano","Netherlands",27,182,86,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"425","Giovanni Codrington","Netherlands",24,177,80,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"426","Jerrel Feller","Netherlands",25,170,73,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"427","Patrick van Luijk","Netherlands",27,189,87,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"428","Wouter Brus","Netherlands",20,180,77,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"429","Jiahong Liang","People's Republic of China",24,184,84,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"430","Peimeng Zhang","People's Republic of China",25,186,86,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"431","Yi Lao","People's Republic of China",26,176,65,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"432","Artur Zaczek","Poland",23,182,78,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"433","Jakub Adamski","Poland",24,183,75,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"434","Kamil Masztak","Poland",28,186,81,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"435","Robert Kubaczyk","Poland",25,177,73,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"436","Brijesh Lawrence","Saint Kitts and Nevis",22,180,93,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"437","Delwayne Delaney","Saint Kitts and Nevis",29,168,73,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"438","Lestrod Roland","Saint Kitts and Nevis",19,165,54,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"439","Emmanuel Callender","Trinidad and Tobago",28,189,86,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"440","Jamol James","Trinidad and Tobago",20,157,65,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"441","Darvis Patton","United States of America",34,183,79,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"442","Jeffery Demps","United States of America",22,175,82,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"443","Trell Kimmons","United States of America",27,173,77,"M","Athletics","Men's 4 x 100m Relay","","","",NA
"444","Ben Offereins","Australia",26,184,76,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"445","Joel Milburn","Australia",26,182,75,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"446","John Steffensen","Australia",29,180,71,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"447","Andrae Williams","Bahamas",29,185,82,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"448","Wesley Neymour","Bahamas",23,193,82,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"449","Antoine Gillet","Belgium",24,185,73,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"450","Arnaud Ghislain","Belgium",23,182,69,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"451","Jente Bouckaert","Belgium",22,190,75,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"452","Nils Duerinck","Belgium",28,183,75,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"453","Arismendy Peguero","Dominican Republic",32,180,80,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"454","Gustavo Cuesta","Dominican Republic",23,183,80,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"455","Joel Mejia","Dominican Republic",21,178,65,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"456","Yon Soriano","Dominican Republic",25,170,68,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"457","Benjamin Jonas","Germany",22,194,82,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"458","Eric Kruger","Germany",24,175,74,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"459","Jonas Plass","Germany",26,183,75,"M","Athletics","Men's 4 x 400m Relay","","","",NA
"460","Kamghe Gaba","Germany",28,202,96,"M","Athletics","Men's 4 x 400m Relay","","","",NA
